text,intent,response,entities
What is home loan?,general_banking_info,"Home Loan plays an important role in banking operations. If you want, I can explain eligibility, documents, and procedures as well.",{}
How does IMPS work?,general_banking_info,"Certainly. Imps is a standard banking service. It is used to manage financial needs depending on the customer's requirement. If needed, I can also explain the process.",{}
When should someone use KYC verification?,general_banking_info,"Certainly. Kyc Verification is a standard banking service. It is used to manage financial needs depending on the customer's requirement. If needed, I can also explain the process.",{}
What are the benefits of savings account?,general_banking_info,Savings Account refers to a commonly used banking product. It allows customers to handle transactions or obtain financial support as required.,{}
Can you explain account number?,general_banking_info,Account Number refers to a commonly used banking product. It allows customers to handle transactions or obtain financial support as required.,{}
Why is IMPS needed?,general_banking_info,"Certainly. Imps is a standard banking service. It is used to manage financial needs depending on the customer's requirement. If needed, I can also explain the process.",{}
What are the benefits of NEFT?,general_banking_info,Neft refers to a commonly used banking product. It allows customers to handle transactions or obtain financial support as required.,{}
How does recurring deposit work?,general_banking_info,Recurring Deposit is provided by banks to help customers with their financial activities. It comes with specific terms and conditions approved by the bank.,{}
Tell me about demand draft.,general_banking_info,Demand Draft refers to a commonly used banking product. It allows customers to handle transactions or obtain financial support as required.,{}
What is home loan?,general_banking_info,Home Loan is provided by banks to help customers with their financial activities. It comes with specific terms and conditions approved by the bank.,{}
Why is credit card needed?,general_banking_info,"Certainly. Credit Card is a standard banking service. It is used to manage financial needs depending on the customer's requirement. If needed, I can also explain the process.",{}
Why is demand draft needed?,general_banking_info,Demand Draft refers to a commonly used banking product. It allows customers to handle transactions or obtain financial support as required.,{}
What is IMPS?,general_banking_info,Imps is provided by banks to help customers with their financial activities. It comes with specific terms and conditions approved by the bank.,{}
What is overdraft facility?,general_banking_info,Overdraft Facility refers to a commonly used banking product. It allows customers to handle transactions or obtain financial support as required.,{}
Why is credit card needed?,general_banking_info,"Certainly. Credit Card is a standard banking service. It is used to manage financial needs depending on the customer's requirement. If needed, I can also explain the process.",{}
What are the benefits of collateral?,general_banking_info,"Certainly. Collateral is a standard banking service. It is used to manage financial needs depending on the customer's requirement. If needed, I can also explain the process.",{}
Can you explain UPI?,general_banking_info,"Upi plays an important role in banking operations. If you want, I can explain eligibility, documents, and procedures as well.",{}
When should someone use IFSC code?,general_banking_info,"Ifsc Code plays an important role in banking operations. If you want, I can explain eligibility, documents, and procedures as well.",{}
Why is fixed deposit needed?,general_banking_info,Fixed Deposit refers to a commonly used banking product. It allows customers to handle transactions or obtain financial support as required.,{}
Tell me about collateral.,general_banking_info,Collateral refers to a commonly used banking product. It allows customers to handle transactions or obtain financial support as required.,{}
Tell me about credit card.,general_banking_info,"Credit Card plays an important role in banking operations. If you want, I can explain eligibility, documents, and procedures as well.",{}
Can you explain fixed deposit?,general_banking_info,"Certainly. Fixed Deposit is a standard banking service. It is used to manage financial needs depending on the customer's requirement. If needed, I can also explain the process.",{}
What is loan against property?,general_banking_info,Loan Against Property is designed to support financial convenience for the account holder.,{}
What are the benefits of education loan?,general_banking_info,Education Loan is provided by banks to help customers with their financial activities. It comes with specific terms and conditions approved by the bank.,{}
Tell me about IMPS.,general_banking_info,Imps refers to a commonly used banking product. It allows customers to handle transactions or obtain financial support as required.,{}
How does education loan work?,general_banking_info,Education Loan refers to a commonly used banking product. It allows customers to handle transactions or obtain financial support as required.,{}
Can you explain account number?,general_banking_info,Account Number is designed to support financial convenience for the account holder.,{}
Why is foreclosure needed?,general_banking_info,Foreclosure is designed to support financial convenience for the account holder.,{}
Why is education loan needed?,general_banking_info,"Certainly. Education Loan is a standard banking service. It is used to manage financial needs depending on the customer's requirement. If needed, I can also explain the process.",{}
What are the benefits of UPI?,general_banking_info,"Certainly. Upi is a standard banking service. It is used to manage financial needs depending on the customer's requirement. If needed, I can also explain the process.",{}
What is prepayment?,general_banking_info,Prepayment is provided by banks to help customers with their financial activities. It comes with specific terms and conditions approved by the bank.,{}
Tell me about UPI.,general_banking_info,Upi refers to a commonly used banking product. It allows customers to handle transactions or obtain financial support as required.,{}
Tell me about gold loan.,general_banking_info,Gold Loan is provided by banks to help customers with their financial activities. It comes with specific terms and conditions approved by the bank.,{}
How does debit card work?,general_banking_info,Debit Card is designed to support financial convenience for the account holder.,{}
Why is overdraft facility needed?,general_banking_info,Overdraft Facility refers to a commonly used banking product. It allows customers to handle transactions or obtain financial support as required.,{}
Why is gold loan needed?,general_banking_info,"Gold Loan plays an important role in banking operations. If you want, I can explain eligibility, documents, and procedures as well.",{}
What is KYC verification?,general_banking_info,"Certainly. Kyc Verification is a standard banking service. It is used to manage financial needs depending on the customer's requirement. If needed, I can also explain the process.",{}
What is gold loan?,general_banking_info,"Gold Loan plays an important role in banking operations. If you want, I can explain eligibility, documents, and procedures as well.",{}
Tell me about savings account.,general_banking_info,"Savings Account plays an important role in banking operations. If you want, I can explain eligibility, documents, and procedures as well.",{}
Why is mobile banking needed?,general_banking_info,"Mobile Banking plays an important role in banking operations. If you want, I can explain eligibility, documents, and procedures as well.",{}
Tell me about cheque book.,general_banking_info,Cheque Book is designed to support financial convenience for the account holder.,{}
When should someone use NEFT?,general_banking_info,"Certainly. Neft is a standard banking service. It is used to manage financial needs depending on the customer's requirement. If needed, I can also explain the process.",{}
When should someone use recurring deposit?,general_banking_info,"Recurring Deposit plays an important role in banking operations. If you want, I can explain eligibility, documents, and procedures as well.",{}
Can you explain credit card?,general_banking_info,"Credit Card plays an important role in banking operations. If you want, I can explain eligibility, documents, and procedures as well.",{}
Why is mobile banking needed?,general_banking_info,Mobile Banking refers to a commonly used banking product. It allows customers to handle transactions or obtain financial support as required.,{}
How does interest rate work?,general_banking_info,Interest Rate is provided by banks to help customers with their financial activities. It comes with specific terms and conditions approved by the bank.,{}
How does interest rate work?,general_banking_info,Interest Rate refers to a commonly used banking product. It allows customers to handle transactions or obtain financial support as required.,{}
Tell me about ATM PIN.,general_banking_info,Atm Pin is provided by banks to help customers with their financial activities. It comes with specific terms and conditions approved by the bank.,{}
What is IMPS?,general_banking_info,"Certainly. Imps is a standard banking service. It is used to manage financial needs depending on the customer's requirement. If needed, I can also explain the process.",{}
Why is recurring deposit needed?,general_banking_info,Recurring Deposit is designed to support financial convenience for the account holder.,{}
Why is education loan needed?,general_banking_info,"Education Loan plays an important role in banking operations. If you want, I can explain eligibility, documents, and procedures as well.",{}
How does UPI work?,general_banking_info,"Upi plays an important role in banking operations. If you want, I can explain eligibility, documents, and procedures as well.",{}
Can you explain mobile banking?,general_banking_info,"Certainly. Mobile Banking is a standard banking service. It is used to manage financial needs depending on the customer's requirement. If needed, I can also explain the process.",{}
When should someone use recurring deposit?,general_banking_info,Recurring Deposit is provided by banks to help customers with their financial activities. It comes with specific terms and conditions approved by the bank.,{}
What is UPI?,general_banking_info,"Upi plays an important role in banking operations. If you want, I can explain eligibility, documents, and procedures as well.",{}
How does mobile banking work?,general_banking_info,Mobile Banking is provided by banks to help customers with their financial activities. It comes with specific terms and conditions approved by the bank.,{}
How does demand draft work?,general_banking_info,Demand Draft is provided by banks to help customers with their financial activities. It comes with specific terms and conditions approved by the bank.,{}
Can you explain prepayment?,general_banking_info,Prepayment is designed to support financial convenience for the account holder.,{}
Why is prepayment needed?,general_banking_info,Prepayment refers to a commonly used banking product. It allows customers to handle transactions or obtain financial support as required.,{}
Why is personal loan needed?,general_banking_info,Personal Loan refers to a commonly used banking product. It allows customers to handle transactions or obtain financial support as required.,{}
What are the benefits of education loan?,general_banking_info,Education Loan is designed to support financial convenience for the account holder.,{}
Tell me about current account.,general_banking_info,"Certainly. Current Account is a standard banking service. It is used to manage financial needs depending on the customer's requirement. If needed, I can also explain the process.",{}
Tell me about interest rate.,general_banking_info,"Certainly. Interest Rate is a standard banking service. It is used to manage financial needs depending on the customer's requirement. If needed, I can also explain the process.",{}
Why is bank statement needed?,general_banking_info,"Certainly. Bank Statement is a standard banking service. It is used to manage financial needs depending on the customer's requirement. If needed, I can also explain the process.",{}
What are the benefits of net banking?,general_banking_info,"Net Banking plays an important role in banking operations. If you want, I can explain eligibility, documents, and procedures as well.",{}
Can you explain demand draft?,general_banking_info,"Certainly. Demand Draft is a standard banking service. It is used to manage financial needs depending on the customer's requirement. If needed, I can also explain the process.",{}
Tell me about education loan.,general_banking_info,"Certainly. Education Loan is a standard banking service. It is used to manage financial needs depending on the customer's requirement. If needed, I can also explain the process.",{}
What are the benefits of credit score?,general_banking_info,"Certainly. Credit Score is a standard banking service. It is used to manage financial needs depending on the customer's requirement. If needed, I can also explain the process.",{}
When should someone use fixed deposit?,general_banking_info,"Fixed Deposit plays an important role in banking operations. If you want, I can explain eligibility, documents, and procedures as well.",{}
What is account number?,general_banking_info,"Account Number plays an important role in banking operations. If you want, I can explain eligibility, documents, and procedures as well.",{}
Tell me about credit score.,general_banking_info,"Credit Score plays an important role in banking operations. If you want, I can explain eligibility, documents, and procedures as well.",{}
Can you explain current account?,general_banking_info,"Current Account plays an important role in banking operations. If you want, I can explain eligibility, documents, and procedures as well.",{}
What are the benefits of IFSC code?,general_banking_info,"Certainly. Ifsc Code is a standard banking service. It is used to manage financial needs depending on the customer's requirement. If needed, I can also explain the process.",{}
What is home loan?,general_banking_info,Home Loan is provided by banks to help customers with their financial activities. It comes with specific terms and conditions approved by the bank.,{}
What are the benefits of UPI?,general_banking_info,Upi is provided by banks to help customers with their financial activities. It comes with specific terms and conditions approved by the bank.,{}
When should someone use account number?,general_banking_info,"Account Number plays an important role in banking operations. If you want, I can explain eligibility, documents, and procedures as well.",{}
Tell me about current account.,general_banking_info,Current Account is provided by banks to help customers with their financial activities. It comes with specific terms and conditions approved by the bank.,{}
When should someone use collateral?,general_banking_info,"Collateral plays an important role in banking operations. If you want, I can explain eligibility, documents, and procedures as well.",{}
How does education loan work?,general_banking_info,"Certainly. Education Loan is a standard banking service. It is used to manage financial needs depending on the customer's requirement. If needed, I can also explain the process.",{}
When should someone use net banking?,general_banking_info,"Certainly. Net Banking is a standard banking service. It is used to manage financial needs depending on the customer's requirement. If needed, I can also explain the process.",{}
When should someone use CIBIL score?,general_banking_info,"Certainly. Cibil Score is a standard banking service. It is used to manage financial needs depending on the customer's requirement. If needed, I can also explain the process.",{}
How does recurring deposit work?,general_banking_info,Recurring Deposit is provided by banks to help customers with their financial activities. It comes with specific terms and conditions approved by the bank.,{}
Why is prepayment needed?,general_banking_info,Prepayment is designed to support financial convenience for the account holder.,{}
Why is IFSC code needed?,general_banking_info,"Certainly. Ifsc Code is a standard banking service. It is used to manage financial needs depending on the customer's requirement. If needed, I can also explain the process.",{}
Tell me about IMPS.,general_banking_info,Imps is designed to support financial convenience for the account holder.,{}
When should someone use gold loan?,general_banking_info,Gold Loan refers to a commonly used banking product. It allows customers to handle transactions or obtain financial support as required.,{}
What are the benefits of recurring deposit?,general_banking_info,Recurring Deposit refers to a commonly used banking product. It allows customers to handle transactions or obtain financial support as required.,{}
Tell me about fixed deposit.,general_banking_info,"Certainly. Fixed Deposit is a standard banking service. It is used to manage financial needs depending on the customer's requirement. If needed, I can also explain the process.",{}
How does demand draft work?,general_banking_info,Demand Draft refers to a commonly used banking product. It allows customers to handle transactions or obtain financial support as required.,{}
When should someone use gold loan?,general_banking_info,Gold Loan refers to a commonly used banking product. It allows customers to handle transactions or obtain financial support as required.,{}
What is demand draft?,general_banking_info,"Demand Draft plays an important role in banking operations. If you want, I can explain eligibility, documents, and procedures as well.",{}
When should someone use overdraft facility?,general_banking_info,Overdraft Facility is provided by banks to help customers with their financial activities. It comes with specific terms and conditions approved by the bank.,{}
Why is NEFT needed?,general_banking_info,"Neft plays an important role in banking operations. If you want, I can explain eligibility, documents, and procedures as well.",{}
Tell me about fixed deposit.,general_banking_info,"Certainly. Fixed Deposit is a standard banking service. It is used to manage financial needs depending on the customer's requirement. If needed, I can also explain the process.",{}
Why is CIBIL score needed?,general_banking_info,Cibil Score is provided by banks to help customers with their financial activities. It comes with specific terms and conditions approved by the bank.,{}
How does overdraft facility work?,general_banking_info,"Overdraft Facility plays an important role in banking operations. If you want, I can explain eligibility, documents, and procedures as well.",{}
What are the benefits of foreclosure?,general_banking_info,Foreclosure refers to a commonly used banking product. It allows customers to handle transactions or obtain financial support as required.,{}
What are the benefits of credit card?,general_banking_info,Credit Card is provided by banks to help customers with their financial activities. It comes with specific terms and conditions approved by the bank.,{}
What is home loan?,general_banking_info,"Certainly. Home Loan is a standard banking service. It is used to manage financial needs depending on the customer's requirement. If needed, I can also explain the process.",{}
What is EMI?,general_banking_info,"Certainly. Emi is a standard banking service. It is used to manage financial needs depending on the customer's requirement. If needed, I can also explain the process.",{}
What is UPI?,general_banking_info,"Upi plays an important role in banking operations. If you want, I can explain eligibility, documents, and procedures as well.",{}
When should someone use overdraft facility?,general_banking_info,"Overdraft Facility plays an important role in banking operations. If you want, I can explain eligibility, documents, and procedures as well.",{}
Why is home loan needed?,general_banking_info,Home Loan refers to a commonly used banking product. It allows customers to handle transactions or obtain financial support as required.,{}
What is savings account?,general_banking_info,Savings Account is provided by banks to help customers with their financial activities. It comes with specific terms and conditions approved by the bank.,{}
What are the benefits of account number?,general_banking_info,"Account Number plays an important role in banking operations. If you want, I can explain eligibility, documents, and procedures as well.",{}
When should someone use overdraft facility?,general_banking_info,"Overdraft Facility plays an important role in banking operations. If you want, I can explain eligibility, documents, and procedures as well.",{}
Tell me about demand draft.,general_banking_info,"Certainly. Demand Draft is a standard banking service. It is used to manage financial needs depending on the customer's requirement. If needed, I can also explain the process.",{}
Tell me about bank statement.,general_banking_info,Bank Statement is provided by banks to help customers with their financial activities. It comes with specific terms and conditions approved by the bank.,{}
What are the benefits of bank statement?,general_banking_info,"Bank Statement plays an important role in banking operations. If you want, I can explain eligibility, documents, and procedures as well.",{}
How does home loan work?,general_banking_info,"Certainly. Home Loan is a standard banking service. It is used to manage financial needs depending on the customer's requirement. If needed, I can also explain the process.",{}
How does bank statement work?,general_banking_info,Bank Statement refers to a commonly used banking product. It allows customers to handle transactions or obtain financial support as required.,{}
When should someone use recurring deposit?,general_banking_info,Recurring Deposit is designed to support financial convenience for the account holder.,{}
What are the benefits of loan against property?,general_banking_info,Loan Against Property refers to a commonly used banking product. It allows customers to handle transactions or obtain financial support as required.,{}
How does NEFT work?,general_banking_info,Neft is designed to support financial convenience for the account holder.,{}
What are the benefits of KYC verification?,general_banking_info,Kyc Verification is designed to support financial convenience for the account holder.,{}
How does bank statement work?,general_banking_info,Bank Statement refers to a commonly used banking product. It allows customers to handle transactions or obtain financial support as required.,{}
Can you explain IMPS?,general_banking_info,"Imps plays an important role in banking operations. If you want, I can explain eligibility, documents, and procedures as well.",{}
What is RTGS?,general_banking_info,Rtgs is provided by banks to help customers with their financial activities. It comes with specific terms and conditions approved by the bank.,{}
When should someone use loan against property?,general_banking_info,"Loan Against Property plays an important role in banking operations. If you want, I can explain eligibility, documents, and procedures as well.",{}
What is EMI?,general_banking_info,Emi is designed to support financial convenience for the account holder.,{}
How does education loan work?,general_banking_info,"Education Loan plays an important role in banking operations. If you want, I can explain eligibility, documents, and procedures as well.",{}
Can you explain credit card?,general_banking_info,"Certainly. Credit Card is a standard banking service. It is used to manage financial needs depending on the customer's requirement. If needed, I can also explain the process.",{}
How does CIBIL score work?,general_banking_info,"Cibil Score plays an important role in banking operations. If you want, I can explain eligibility, documents, and procedures as well.",{}
Can you explain CIBIL score?,general_banking_info,Cibil Score is provided by banks to help customers with their financial activities. It comes with specific terms and conditions approved by the bank.,{}
How does CIBIL score work?,general_banking_info,Cibil Score is provided by banks to help customers with their financial activities. It comes with specific terms and conditions approved by the bank.,{}
What is overdraft facility?,general_banking_info,Overdraft Facility is provided by banks to help customers with their financial activities. It comes with specific terms and conditions approved by the bank.,{}
What is prepayment?,general_banking_info,Prepayment refers to a commonly used banking product. It allows customers to handle transactions or obtain financial support as required.,{}
Why is RTGS needed?,general_banking_info,Rtgs refers to a commonly used banking product. It allows customers to handle transactions or obtain financial support as required.,{}
Why is credit card needed?,general_banking_info,Credit Card is provided by banks to help customers with their financial activities. It comes with specific terms and conditions approved by the bank.,{}
What are the benefits of credit score?,general_banking_info,Credit Score is designed to support financial convenience for the account holder.,{}
Why is bank statement needed?,general_banking_info,"Certainly. Bank Statement is a standard banking service. It is used to manage financial needs depending on the customer's requirement. If needed, I can also explain the process.",{}
Tell me about IMPS.,general_banking_info,Imps refers to a commonly used banking product. It allows customers to handle transactions or obtain financial support as required.,{}
What are the benefits of IMPS?,general_banking_info,Imps refers to a commonly used banking product. It allows customers to handle transactions or obtain financial support as required.,{}
When should someone use credit score?,general_banking_info,"Certainly. Credit Score is a standard banking service. It is used to manage financial needs depending on the customer's requirement. If needed, I can also explain the process.",{}
What are the benefits of education loan?,general_banking_info,"Certainly. Education Loan is a standard banking service. It is used to manage financial needs depending on the customer's requirement. If needed, I can also explain the process.",{}
What are the benefits of interest rate?,general_banking_info,"Interest Rate plays an important role in banking operations. If you want, I can explain eligibility, documents, and procedures as well.",{}
How does CIBIL score work?,general_banking_info,Cibil Score is designed to support financial convenience for the account holder.,{}
When should someone use recurring deposit?,general_banking_info,"Recurring Deposit plays an important role in banking operations. If you want, I can explain eligibility, documents, and procedures as well.",{}
What are the benefits of savings account?,general_banking_info,Savings Account is designed to support financial convenience for the account holder.,{}
What is overdraft facility?,general_banking_info,Overdraft Facility refers to a commonly used banking product. It allows customers to handle transactions or obtain financial support as required.,{}
Can you explain NEFT?,general_banking_info,Neft is designed to support financial convenience for the account holder.,{}
Tell me about current account.,general_banking_info,Current Account is designed to support financial convenience for the account holder.,{}
Tell me about net banking.,general_banking_info,"Net Banking plays an important role in banking operations. If you want, I can explain eligibility, documents, and procedures as well.",{}
How does NEFT work?,general_banking_info,Neft is designed to support financial convenience for the account holder.,{}
How does fixed deposit work?,general_banking_info,"Certainly. Fixed Deposit is a standard banking service. It is used to manage financial needs depending on the customer's requirement. If needed, I can also explain the process.",{}
What is mobile banking?,general_banking_info,Mobile Banking refers to a commonly used banking product. It allows customers to handle transactions or obtain financial support as required.,{}
When should someone use gold loan?,general_banking_info,"Certainly. Gold Loan is a standard banking service. It is used to manage financial needs depending on the customer's requirement. If needed, I can also explain the process.",{}
Tell me about personal loan.,general_banking_info,"Certainly. Personal Loan is a standard banking service. It is used to manage financial needs depending on the customer's requirement. If needed, I can also explain the process.",{}
How does fixed deposit work?,general_banking_info,"Certainly. Fixed Deposit is a standard banking service. It is used to manage financial needs depending on the customer's requirement. If needed, I can also explain the process.",{}
Can you explain cheque book?,general_banking_info,"Cheque Book plays an important role in banking operations. If you want, I can explain eligibility, documents, and procedures as well.",{}
Tell me about education loan.,general_banking_info,"Education Loan plays an important role in banking operations. If you want, I can explain eligibility, documents, and procedures as well.",{}
When should someone use ATM PIN?,general_banking_info,Atm Pin is provided by banks to help customers with their financial activities. It comes with specific terms and conditions approved by the bank.,{}
Tell me about IFSC code.,general_banking_info,"Ifsc Code plays an important role in banking operations. If you want, I can explain eligibility, documents, and procedures as well.",{}
Can you explain foreclosure?,general_banking_info,"Foreclosure plays an important role in banking operations. If you want, I can explain eligibility, documents, and procedures as well.",{}
Can you explain prepayment?,general_banking_info,Prepayment is provided by banks to help customers with their financial activities. It comes with specific terms and conditions approved by the bank.,{}
Why is loan against property needed?,general_banking_info,Loan Against Property refers to a commonly used banking product. It allows customers to handle transactions or obtain financial support as required.,{}
Tell me about education loan.,general_banking_info,Education Loan is designed to support financial convenience for the account holder.,{}
Can you explain ATM PIN?,general_banking_info,"Certainly. Atm Pin is a standard banking service. It is used to manage financial needs depending on the customer's requirement. If needed, I can also explain the process.",{}
When should someone use EMI?,general_banking_info,Emi refers to a commonly used banking product. It allows customers to handle transactions or obtain financial support as required.,{}
What are the benefits of NEFT?,general_banking_info,Neft is provided by banks to help customers with their financial activities. It comes with specific terms and conditions approved by the bank.,{}
Why is net banking needed?,general_banking_info,Net Banking is provided by banks to help customers with their financial activities. It comes with specific terms and conditions approved by the bank.,{}
What is mobile banking?,general_banking_info,Mobile Banking is designed to support financial convenience for the account holder.,{}
How does overdraft facility work?,general_banking_info,Overdraft Facility refers to a commonly used banking product. It allows customers to handle transactions or obtain financial support as required.,{}
What are the benefits of personal loan?,general_banking_info,Personal Loan refers to a commonly used banking product. It allows customers to handle transactions or obtain financial support as required.,{}
What is cheque book?,general_banking_info,Cheque Book refers to a commonly used banking product. It allows customers to handle transactions or obtain financial support as required.,{}
Tell me about foreclosure.,general_banking_info,Foreclosure is designed to support financial convenience for the account holder.,{}
When should someone use bank statement?,general_banking_info,"Certainly. Bank Statement is a standard banking service. It is used to manage financial needs depending on the customer's requirement. If needed, I can also explain the process.",{}
When should someone use CIBIL score?,general_banking_info,Cibil Score is designed to support financial convenience for the account holder.,{}
Tell me about credit card.,general_banking_info,Credit Card is provided by banks to help customers with their financial activities. It comes with specific terms and conditions approved by the bank.,{}
How does EMI work?,general_banking_info,Emi is provided by banks to help customers with their financial activities. It comes with specific terms and conditions approved by the bank.,{}
How does mobile banking work?,general_banking_info,Mobile Banking is provided by banks to help customers with their financial activities. It comes with specific terms and conditions approved by the bank.,{}
How does personal loan work?,general_banking_info,Personal Loan refers to a commonly used banking product. It allows customers to handle transactions or obtain financial support as required.,{}
When should someone use interest rate?,general_banking_info,"Interest Rate plays an important role in banking operations. If you want, I can explain eligibility, documents, and procedures as well.",{}
When should someone use KYC verification?,general_banking_info,Kyc Verification is provided by banks to help customers with their financial activities. It comes with specific terms and conditions approved by the bank.,{}
Can you explain IMPS?,general_banking_info,"Certainly. Imps is a standard banking service. It is used to manage financial needs depending on the customer's requirement. If needed, I can also explain the process.",{}
When should someone use prepayment?,general_banking_info,"Certainly. Prepayment is a standard banking service. It is used to manage financial needs depending on the customer's requirement. If needed, I can also explain the process.",{}
What is bank statement?,general_banking_info,Bank Statement refers to a commonly used banking product. It allows customers to handle transactions or obtain financial support as required.,{}
When should someone use EMI?,general_banking_info,Emi refers to a commonly used banking product. It allows customers to handle transactions or obtain financial support as required.,{}
Can you explain CIBIL score?,general_banking_info,"Cibil Score plays an important role in banking operations. If you want, I can explain eligibility, documents, and procedures as well.",{}
How does credit card work?,general_banking_info,Credit Card is provided by banks to help customers with their financial activities. It comes with specific terms and conditions approved by the bank.,{}
When should someone use credit score?,general_banking_info,Credit Score refers to a commonly used banking product. It allows customers to handle transactions or obtain financial support as required.,{}
When should someone use mobile banking?,general_banking_info,Mobile Banking refers to a commonly used banking product. It allows customers to handle transactions or obtain financial support as required.,{}
Why is IMPS needed?,general_banking_info,"Imps plays an important role in banking operations. If you want, I can explain eligibility, documents, and procedures as well.",{}
Can you explain debit card?,general_banking_info,Debit Card is designed to support financial convenience for the account holder.,{}
Why is loan against property needed?,general_banking_info,Loan Against Property is designed to support financial convenience for the account holder.,{}
When should someone use savings account?,general_banking_info,Savings Account refers to a commonly used banking product. It allows customers to handle transactions or obtain financial support as required.,{}
What is home loan?,general_banking_info,"Certainly. Home Loan is a standard banking service. It is used to manage financial needs depending on the customer's requirement. If needed, I can also explain the process.",{}
What is credit score?,general_banking_info,Credit Score is designed to support financial convenience for the account holder.,{}
When should someone use prepayment?,general_banking_info,"Prepayment plays an important role in banking operations. If you want, I can explain eligibility, documents, and procedures as well.",{}
When should someone use collateral?,general_banking_info,Collateral is provided by banks to help customers with their financial activities. It comes with specific terms and conditions approved by the bank.,{}
When should someone use credit score?,general_banking_info,Credit Score is provided by banks to help customers with their financial activities. It comes with specific terms and conditions approved by the bank.,{}
When should someone use debit card?,general_banking_info,"Certainly. Debit Card is a standard banking service. It is used to manage financial needs depending on the customer's requirement. If needed, I can also explain the process.",{}
Why is recurring deposit needed?,general_banking_info,Recurring Deposit refers to a commonly used banking product. It allows customers to handle transactions or obtain financial support as required.,{}
Can you explain savings account?,general_banking_info,Savings Account is designed to support financial convenience for the account holder.,{}
Why is RTGS needed?,general_banking_info,Rtgs is provided by banks to help customers with their financial activities. It comes with specific terms and conditions approved by the bank.,{}
Can you explain foreclosure?,general_banking_info,"Certainly. Foreclosure is a standard banking service. It is used to manage financial needs depending on the customer's requirement. If needed, I can also explain the process.",{}
What is interest rate?,general_banking_info,Interest Rate is provided by banks to help customers with their financial activities. It comes with specific terms and conditions approved by the bank.,{}
Can you explain current account?,general_banking_info,"Current Account plays an important role in banking operations. If you want, I can explain eligibility, documents, and procedures as well.",{}
What are the benefits of ATM PIN?,general_banking_info,"Atm Pin plays an important role in banking operations. If you want, I can explain eligibility, documents, and procedures as well.",{}
How does KYC verification work?,general_banking_info,"Certainly. Kyc Verification is a standard banking service. It is used to manage financial needs depending on the customer's requirement. If needed, I can also explain the process.",{}
Can you explain net banking?,general_banking_info,"Net Banking plays an important role in banking operations. If you want, I can explain eligibility, documents, and procedures as well.",{}
Why is credit score needed?,general_banking_info,Credit Score refers to a commonly used banking product. It allows customers to handle transactions or obtain financial support as required.,{}
What is education loan?,general_banking_info,Education Loan is provided by banks to help customers with their financial activities. It comes with specific terms and conditions approved by the bank.,{}
Can you explain collateral?,general_banking_info,"Collateral plays an important role in banking operations. If you want, I can explain eligibility, documents, and procedures as well.",{}
Tell me about cheque book.,general_banking_info,Cheque Book is designed to support financial convenience for the account holder.,{}
What are the benefits of foreclosure?,general_banking_info,"Foreclosure plays an important role in banking operations. If you want, I can explain eligibility, documents, and procedures as well.",{}
When should someone use loan against property?,general_banking_info,Loan Against Property refers to a commonly used banking product. It allows customers to handle transactions or obtain financial support as required.,{}
How does prepayment work?,general_banking_info,Prepayment refers to a commonly used banking product. It allows customers to handle transactions or obtain financial support as required.,{}
Tell me about loan against property.,general_banking_info,Loan Against Property is designed to support financial convenience for the account holder.,{}
What are the benefits of gold loan?,general_banking_info,Gold Loan is designed to support financial convenience for the account holder.,{}
What are the benefits of loan against property?,general_banking_info,Loan Against Property is designed to support financial convenience for the account holder.,{}
Why is demand draft needed?,general_banking_info,"Demand Draft plays an important role in banking operations. If you want, I can explain eligibility, documents, and procedures as well.",{}
Tell me about personal loan.,general_banking_info,"Certainly. Personal Loan is a standard banking service. It is used to manage financial needs depending on the customer's requirement. If needed, I can also explain the process.",{}
Why is loan against property needed?,general_banking_info,Loan Against Property is designed to support financial convenience for the account holder.,{}
What are the benefits of ATM PIN?,general_banking_info,Atm Pin is provided by banks to help customers with their financial activities. It comes with specific terms and conditions approved by the bank.,{}
What is education loan?,general_banking_info,"Education Loan plays an important role in banking operations. If you want, I can explain eligibility, documents, and procedures as well.",{}
What is credit score?,general_banking_info,"Certainly. Credit Score is a standard banking service. It is used to manage financial needs depending on the customer's requirement. If needed, I can also explain the process.",{}
What is collateral?,general_banking_info,Collateral refers to a commonly used banking product. It allows customers to handle transactions or obtain financial support as required.,{}
Can you explain mobile banking?,general_banking_info,Mobile Banking is provided by banks to help customers with their financial activities. It comes with specific terms and conditions approved by the bank.,{}
Tell me about EMI.,general_banking_info,"Emi plays an important role in banking operations. If you want, I can explain eligibility, documents, and procedures as well.",{}
Tell me about overdraft facility.,general_banking_info,"Certainly. Overdraft Facility is a standard banking service. It is used to manage financial needs depending on the customer's requirement. If needed, I can also explain the process.",{}
What is IMPS?,general_banking_info,"Imps plays an important role in banking operations. If you want, I can explain eligibility, documents, and procedures as well.",{}
Why is education loan needed?,general_banking_info,Education Loan is designed to support financial convenience for the account holder.,{}
What is NEFT?,general_banking_info,Neft refers to a commonly used banking product. It allows customers to handle transactions or obtain financial support as required.,{}
When should someone use savings account?,general_banking_info,Savings Account refers to a commonly used banking product. It allows customers to handle transactions or obtain financial support as required.,{}
Why is UPI needed?,general_banking_info,"Upi plays an important role in banking operations. If you want, I can explain eligibility, documents, and procedures as well.",{}
Why is account number needed?,general_banking_info,Account Number refers to a commonly used banking product. It allows customers to handle transactions or obtain financial support as required.,{}
